Marca temporal,How much money have you used in-game?,SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","Only if you do want to answer, are you female or male?","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>500USD & <1000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>1001USD & <2000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>2001USD & <3000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>3001USD & <4000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>4001USD & <5000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>5000USD]","And as final question, did you rerolled when you started playing?",,,
11/07/2018 11:06,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Okita Souji","Gilgamesh, Orion",,Francis Drake,,Jack the Ripper,,Jeanne D'arc,Jeanne D'arc [Alter],More than 1 year,9,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:06,Paid Gacha Only,,,,,,,,,,,,,,,,,Ozymandias,,Jack the Ripper,,Jeanne D'arc,,Between 1 and 3 months,3,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:06,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Okita Souji, Mordred, Ryougi Shiki",Orion,Scathach,,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang","Jack the Ripper, MHX, Shuten Douji",,,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu",Between 6 and 12 months,13,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:06,More than 100USD but less than 500 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mordred,Gilgamesh,,,Tamamo-no-mae,,,Jeanne D'arc,Jeanne D'arc [Alter],Between 3 and 6 months,5,Male,No,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:06,Paid Gacha Only,,,,,,,,,,,,,,,,"Scathach, Karna",Francis Drake,Zhuge Liang [El-Melloi II],,,,Jeanne D'arc [Alter],More than 1 year,6,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:07,F2P,"Artoria Pendragon, Mordred",Gilgamesh,Scathach,,Zhuge Liang [El-Melloi II],"Jack the Ripper, MHX","Vlad III, Minamoto no Raikō",,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu",More than 1 year,13,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:07,Paid Gacha Only,,,,,,,,,,,,,,,,Scathach,,Xuanzang,Shuten Douji,,,,Between 1 and 3 months,3,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:08,Paid Gacha Only,,,,,,,,,,,,,,"Altera, Nero Claudius [Bride]",Orion,Scathach,Ozymandias,,MHX,Florence Nightingale,,,More than 1 year,7,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:08,F2P,,,,,,,,,,,0,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:09,F2P,,,,Iskandar,"Tamamo-no-mae, Xuanzang",,,Amakusa Shirou,,Between 3 and 6 months,5,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:09,F2P,,,,Francis Drake,Zhuge Liang [El-Melloi II],,,,Jeanne D'arc [Alter],More than 1 year,3,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:09,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nero Claudius [Bride], Ryougi Shiki",Orion,,Francis Drake,,,"Vlad III, Cu Chulainn [Alter]",Jeanne D'arc,Jeanne D'arc [Alter],Between 6 and 12 months,9,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:09,F2P,,,,,"Zhuge Liang [El-Melloi II], Xuanzang",,,,Edmond Dantes,Between 3 and 6 months,3,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:09,Paid Gacha Only,,,,,,,,,,,,,,Altera,,,,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",Shuten Douji,,,,More than 1 year,5,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:10,F2P,Okita Souji,,Karna,,"Tamamo-no-mae, Leonardo Da Vinci","Jack the Ripper, Shuten Douji",Minamoto no Raikō,,,Between 6 and 12 months,7,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:10,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera",Gilgamesh,,Iskandar,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",,"Vlad III, Florence Nightingale","Jeanne D'arc, Amakusa Shirou",Extra Option: Angra Mainyu,More than 1 year,13,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:10,F2P,,,Scathach,,Tamamo-no-mae,,Vlad III,,,More than 1 year,3,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:10,F2P,Altera,,Scathach,Iskandar,,Jack the Ripper,Minamoto no Raikō,,,Between 1 and 3 months,5,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:11,Paid Gacha Only,,,,,,,,,,,,,,Artoria Pendragon,Gilgamesh,Scathach,"Francis Drake, Iskandar",,,,,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu",More than 1 year,6,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:11,F2P,Ryougi Shiki,,Scathach,,,MHX,,,,More than 1 year,3,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:12,More than 100USD but less than 500 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Mordred","Gilgamesh, Nikola Tesla, Arjuna","Scathach, Karna",Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci",Shuten Douji,Florence Nightingale,Jeanne D'arc,Jeanne D'arc [Alter],Between 6 and 12 months,24,Female,No,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:12,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nikola Tesla,,,"Zhuge Liang [El-Melloi II], Xuanzang",,Florence Nightingale,,,Between 3 and 6 months,4,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:12,F2P,Okita Souji,,,"Queen Medb, Iskandar",,,Vlad III,Jeanne D'arc,,More than 1 year,5,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:12,Paid Gacha Only,,,,,,,,,,,,,,Altera,,,"Queen Medb, Iskandar, Ozymandias",Tamamo-no-mae,MHX,Vlad III,,Jeanne D'arc [Alter],Between 3 and 6 months,9,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:12,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nikola Tesla,,Iskandar,Tamamo-no-mae,,,,Extra Option: Angra Mainyu,Between 3 and 6 months,,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:13,Paid Gacha Only,,,,,,,,,,,,,,Artoria Pendragon,,,,Tamamo-no-mae,,"Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,,More than 1 year,6,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:13,Paid Gacha Only,,,,,,,,,,,,,,"Altera, Mordred",Nikola Tesla,,,"Tamamo-no-mae, Xuanzang",Shuten Douji,,Jeanne D'arc,,More than 1 year,8,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:14,Paid Gacha Only,,,,,,,,,,,,,,Altera,Gilgamesh,Scathach,Ozymandias,Tamamo-no-mae,,"Vlad III, Cu Chulainn [Alter]",Jeanne D'arc,Jeanne D'arc [Alter],More than 1 year,11,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:14,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,Okita Souji,,Karna,,,Jack the Ripper,Florence Nightingale,,,More than 1 year,7,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:14,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,,,Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",MHX,"Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,Extra Option: Angra Mainyu,More than 1 year,9,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:14,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,Cu Chulainn [Alter],,,Between 1 and 3 months,1,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:14,Paid Gacha Only,,,,,,,,,,,,,,"Altera, Mordred",Gilgamesh,Scathach,"Francis Drake, Ozymandias",,"Jack the Ripper, MHX, Shuten Douji",,Jeanne D'arc,Extra Option: Angra Mainyu,More than 1 year,12,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:15,More than 100USD but less than 500 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Mordred","Gilgamesh, Orion",Scathach,,Tamamo-no-mae,"Jack the Ripper, Shuten Douji","Vlad III, Minamoto no Raikō",,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu",More than 1 year,19,Male,No,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:16,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera",,,,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci",Shuten Douji,"Vlad III, Florence Nightingale, Minamoto no Raikō",,Jeanne D'arc [Alter],Between 6 and 12 months,12,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:16,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryougi Shiki,,,,"Zhuge Liang [El-Melloi II], Xuanzang",Shuten Douji,"Cu Chulainn [Alter], Minamoto no Raikō",,,Between 3 and 6 months,7,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:18,Paid Gacha Only,,,,,,,,,,,,,,"Artoria Pendragon, Altera",Gilgamesh,,,Zhuge Liang [El-Melloi II],,Minamoto no Raikō,,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu",More than 1 year,7,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:19,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,Arjuna,,,Xuanzang,,,,,Between 3 and 6 months,3,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:20,More than 100USD but less than 500 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,,,Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",,Vlad III,Jeanne D'arc,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu",More than 1 year,12,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:21,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,"Okita Souji, Mordred",Orion,,Ozymandias,Zhuge Liang [El-Melloi II],Shuten Douji,"Vlad III, Minamoto no Raikō",,Jeanne D'arc [Alter],Between 6 and 12 months,9,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:22,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orion, Arjuna",Scathach,,"Zhuge Liang [El-Melloi II], Tamamo-no-mae","MHX, Shuten Douji",,Amakusa Shirou,,Between 6 and 12 months,10,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:23,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arjuna,,Ozymandias,Zhuge Liang [El-Melloi II],,,,Jeanne D'arc [Alter],Between 3 and 6 months,4,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:23,Paid Gacha Only,,,,,,,,,,,,,,"Altera, Okita Souji",,Scathach,,"Zhuge Liang [El-Melloi II], Leonardo Da Vinci",,,Jeanne D'arc,Extra Option: Angra Mainyu,More than 1 year,6,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:23,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred",Orion,Karna,Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",,Cu Chulainn [Alter],Jeanne D'arc,,More than 1 year,10,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:23,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Ryougi Shiki",Orion,Scathach,"Francis Drake, Iskandar, Ozymandias",Leonardo Da Vinci,"Jack the Ripper, MHX, Shuten Douji","Sakata Kintoki, Vlad III, Florence Nightingale, Minamoto no Raikō",,Jeanne D'arc [Alter],Between 3 and 6 months,16,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:25,Paid Gacha Only,,,,,,,,,,,,,,,,,Ozymandias,Xuanzang,,,,,Between 3 and 6 months,2,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:25,F2P,Altera,,,Iskandar,Zhuge Liang [El-Melloi II],,Minamoto no Raikō,,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu",Between 3 and 6 months,6,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:25,Paid Gacha Only,,,,,,,,,,,,,,Altera,,Brynhildr,Francis Drake,"Zhuge Liang [El-Melloi II], Xuanzang",Jack the Ripper,"Vlad III, Cu Chulainn [Alter]",,,Between 6 and 12 months,9,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:26,Paid Gacha Only,,,,,,,,,,,,,,Mordred,Arjuna,,Ozymandias,,Jack the Ripper,Cu Chulainn [Alter],,,Between 6 and 12 months,5,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:26,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orion,,Francis Drake,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",,Cu Chulainn [Alter],Jeanne D'arc,,Between 6 and 12 months,7,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:26,F2P,"Artoria Pendragon, Mordred",,Scathach,,,,Sakata Kintoki,,"Jeanne D'arc [Alter], Edmond Dantes",More than 1 year,7,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:27,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Nero Claudius [Bride]",Arjuna,Scathach,Francis Drake,"Zhuge Liang [El-Melloi II], Tamamo-no-mae","Jack the Ripper, MHX","Vlad III, Cu Chulainn [Alter]",Jeanne D'arc,"Jeanne D'arc [Alter], Edmond Dantes, Extra Option: Angra Mainyu",More than 1 year,16,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:27,Paid Gacha Only,,,,,,,,,,,,,,Altera,,,,,,Vlad III,Jeanne D'arc,,More than 1 year,3,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:28,F2P,"Artoria Pendragon, Okita Souji",,Scathach,,Tamamo-no-mae,,Vlad III,Jeanne D'arc,,More than 1 year,7,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:28,Paid Gacha Only,,,,,,,,,,,,,,,,,Ozymandias,Zhuge Liang [El-Melloi II],,,,,,9,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:28,F2P,Artoria Pendragon,,,,Zhuge Liang [El-Melloi II],,,,,Between 6 and 12 months,2,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:28,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred",Orion,,"Francis Drake, Ozymandias",Zhuge Liang [El-Melloi II],,"Vlad III, Florence Nightingale",,Extra Option: Angra Mainyu,More than 1 year,12,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:29,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,Mordred,,Scathach,,Tamamo-no-mae,"Jack the Ripper, MHX, Shuten Douji","Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,Jeanne D'arc [Alter],Between 3 and 6 months,11,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:30,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karna,"Queen Medb, Iskandar",,,Minamoto no Raikō,Amakusa Shirou,Jeanne D'arc [Alter],Between 3 and 6 months,6,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:30,More than 100USD but less than 500 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,,,Ozymandias,Zhuge Liang [El-Melloi II],,,,,Less than 1 month,3,Male,No,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:30,Paid Gacha Only,,,,,,,,,,,,,,,Orion,,Ozymandias,Xuanzang,,Cu Chulainn [Alter],Jeanne D'arc,Jeanne D'arc [Alter],Between 3 and 6 months,6,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:31,F2P,,,,,,,,,Jeanne D'arc [Alter],Between 6 and 12 months,1,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:32,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Mordred",Orion,"Scathach, Karna","Francis Drake, Ozymandias",Tamamo-no-mae,,"Cu Chulainn [Alter], Florence Nightingale",Jeanne D'arc,,More than 1 year,14,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:32,More than 100USD but less than 500 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji",Orion,Scathach,"Francis Drake, Iskandar, Ozymandias","Tamamo-no-mae, Xuanzang","Jack the Ripper, Shuten Douji",Vlad III,,"Jeanne D'arc [Alter], Edmond Dantes",Between 6 and 12 months,18,Prefer not to say,No,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:33,More than 100USD but less than 500 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred","Gilgamesh, Orion",,"Francis Drake, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang",Jack the Ripper,Vlad III,,Jeanne D'arc [Alter],Between 6 and 12 months,23,Male,No,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:33,F2P,,,,,,,,,,Between 6 and 12 months,0,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:36,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karna,,Tamamo-no-mae,,"Florence Nightingale, Minamoto no Raikō",,,More than 1 year,4,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:36,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,Mordred,,,,Zhuge Liang [El-Melloi II],,"Vlad III, Cu Chulainn [Alter]",,,Between 6 and 12 months,7,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:36,F2P,,,Karna,Ozymandias,Zhuge Liang [El-Melloi II],,,,,Between 6 and 12 months,3,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:36,F2P,Artoria Pendragon,,,,Xuanzang,,,,,Less than 1 month,2,Prefer not to say,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:37,F2P,Ryougi Shiki,,Karna,Iskandar,Leonardo Da Vinci,Jack the Ripper,"Vlad III, Cu Chulainn [Alter]",,,More than 1 year,9,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:38,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francis Drake,,,Cu Chulainn [Alter],Jeanne D'arc,"Jeanne D'arc [Alter], Edmond Dantes",Between 6 and 12 months,5,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:38,More than 100USD but less than 500 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scathach,Ozymandias,Xuanzang,,,,,Between 1 and 3 months,3,Male,No,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:38,More than 100USD but less than 500 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Mordred, Ryougi Shiki","Orion, Nikola Tesla","Scathach, Brynhildr","Francis Drake, Queen Medb, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci","Jack the Ripper, Shuten Douji","Sakata Kintoki, Vlad III, Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,"Jeanne D'arc [Alter], Edmond Dantes",More than 1 year,30,Male,No,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:39,More than 100USD but less than 500 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mordred, Nero Claudius [Bride]","Orion, Nikola Tesla",Scathach,,"Tamamo-no-mae, Xuanzang",Shuten Douji,"Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,,Between 6 and 12 months,15,Male,No,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:39,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Mordred",Nikola Tesla,,"Francis Drake, Iskandar",Zhuge Liang [El-Melloi II],,,Jeanne D'arc,,More than 1 year,10,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:40,F2P,Nero Claudius [Bride],,Brynhildr,,Leonardo Da Vinci,,Florence Nightingale,,,Between 6 and 12 months,4,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018 11:40,F2P,Artoria Pendragon,,Scathach,"Francis Drake, Queen Medb",,,,,,Between 1 and 3 months,9,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
